,COMB.N0000.LK,COMB.N0000.LK,COMB.N0000.LK,COMB.N0000.LK,COMB.N0000.LK,COMB.N0000.LK,HNB.N0000.LK,HNB.N0000.LK,HNB.N0000.LK,HNB.N0000.LK,HNB.N0000.LK,HNB.N0000.LK,NDB.N0000.LK,NDB.N0000.LK,NDB.N0000.LK,NDB.N0000.LK,NDB.N0000.LK,NDB.N0000.LK,DFCC.N0000.LK,DFCC.N0000.LK,DFCC.N0000.LK,DFCC.N0000.LK,DFCC.N0000.LK,DFCC.N0000.LK,SAMP.N0000.LK,SAMP.N0000.LK,SAMP.N0000.LK,SAMP.N0000.LK,SAMP.N0000.LK,SAMP.N0000.LK,BFLN.N0000.LK,BFLN.N0000.LK,BFLN.N0000.LK,BFLN.N0000.LK,BFLN.N0000.LK,BFLN.N0000.LK
2025-06-25,58.39,62.22,56.88,59.32,59.32,188412,76.21,78.58,75.82,78.24,78.24,142963,32.07,32.89,31.26,31.69,31.69,158072,97.85,99.89,96.48,99.54,99.54,163362,28.54,30.92,27.78,30.88,30.88,114975,86.5,93.79,84.96,85.35,85.35,74390
2025-06-26,59.16,66.11,57.63,60.3,60.3,146980,78.26,80.53,75.33,78.44,78.44,79268,31.79,32.21,31.63,32.09,32.09,68450,99.13,99.27,96.28,98.39,98.39,158416,30.82,31.76,29.58,29.71,29.71,182540,85.37,92.68,84.79,86.14,86.14,55088
2025-06-27,60.27,67.42,59.95,64.69,64.69,130088,78.35,81.32,75.53,76.39,76.39,145571,32.19,32.65,30.66,31.35,31.35,93237,98.68,102.77,90.24,96.27,96.27,61733,29.57,33.03,28.44,29.28,29.28,126831,85.87,92.64,85.56,89.29,89.29,179917
2025-06-28,65.45,65.78,64.89,65.14,65.14,62677,77.36,77.5,76.65,77.09,77.09,146756,31.47,32.27,30.62,31.89,31.89,146494,96.61,97.35,92.83,97.19,97.19,103534,29.48,31.83,29.31,31.72,31.72,187890,88.56,93.02,88.03,91.89,91.89,78294
2025-06-29,65.13,67.56,64.12,67.07,67.07,34094,77.6,78.82,77.48,77.63,77.63,40065,31.68,32.26,31.21,31.5,31.5,13620,97.28,97.51,95.63,97.13,97.13,31465,31.53,32.04,30.96,31.74,31.74,105466,91.77,94.04,89.72,91.85,91.85,194571
2025-06-30,66.76,67.89,64.91,66.32,66.32,63992,77.78,78.71,75.45,76.31,76.31,20842,31.68,32.31,31.2,31.56,31.56,104970,96.28,98.5,92.65,97.8,97.8,94013,31.98,32.48,30.97,32.19,32.19,26402,92.88,97.51,84.45,87.73,87.73,192750
2025-07-01,66.71,67.18,66.4,67.18,67.18,130635,76.95,78.91,74.24,75.59,75.59,182459,31.74,32.53,30.79,31.38,31.38,69950,97.49,98.28,96.19,96.84,96.84,172182,31.91,31.96,30.9,31.71,31.71,93507,87.6,93.89,85.07,90.1,90.1,157873
2025-07-02,67.87,70.28,67.04,69.44,69.44,97899,75.57,80.99,71.68,77.4,77.4,153311,31.33,32.34,31.16,32.1,32.1,76047,97.01,100.77,92.25,95.52,95.52,52712,31.72,31.79,30.75,31.38,31.38,165396,89.95,99.31,83.24,83.9,83.9,178606
2025-07-03,69.27,72.93,67.32,70.43,70.43,166416,77.02,77.67,75.04,75.26,75.26,116166,32.12,32.88,31.58,32.47,32.47,167572,95.52,99.46,92.07,97.15,97.15,125450,31.49,32.13,30.38,31.11,31.11,132892,83.87,93.18,82.07,84.91,84.91,183247
2025-07-04,70.52,73.9,69.86,70.22,70.22,182266,76.13,82.08,70.07,70.66,70.66,24543,32.53,32.76,32.18,32.47,32.47,179230,97.79,98.4,94.06,97.54,97.54,60776,31.37,31.61,30.39,31.48,31.48,58471,84.2,92.25,81.24,88.36,88.36,58104
2025-07-05,69.72,74.82,67.27,67.89,67.89,42031,70.88,73.79,69.92,71.25,71.25,19931,32.59,33.07,32.19,32.72,32.72,107028,97.18,100.92,95.98,100.9,100.9,95043,31.45,31.58,30.66,30.72,30.72,116949,87.82,89.69,86.44,89.05,89.05,133160
2025-07-06,67.5,71.9,66.22,69.75,69.75,47713,71.66,75.37,70.07,70.87,70.87,69741,32.71,32.8,32.39,32.41,32.41,60285,101.31,102.21,97.97,101.3,101.3,89077,30.85,31.52,30.54,30.76,30.76,128298,88.43,94.06,86.34,93.46,93.46,113959
2025-07-07,69.32,74.05,68.71,72.57,72.57,80438,70.48,75.85,69.38,71.38,71.38,10260,32.07,33.87,31.73,32.5,32.5,57396,101.44,102.84,95.29,102.18,102.18,22105,30.84,31.05,30.41,30.84,30.84,82821,93.1,94.1,88.96,92.82,92.82,89752
2025-07-08,72.26,76.83,70.43,76.29,76.29,40597,71.21,74.53,70.55,74.51,74.51,191985,32.68,33.45,32.67,33.4,33.4,98781,102.45,103.83,97.32,101.74,101.74,195634,30.88,31.52,30.26,31.52,31.52,148111,93.25,97.85,84.41,89.92,89.92,161698
2025-07-09,76.88,76.96,73.71,76.65,76.65,32918,74.78,78.86,71.59,74.92,74.92,185614,33.59,34.18,33.58,33.62,33.62,115867,100.48,101.01,95.47,98.49,98.49,125903,31.56,31.64,31.17,31.4,31.4,117877,90.3,96.19,87.96,94.27,94.27,130906
2025-07-10,76.72,77.08,75.77,76.75,76.75,20907,74.96,77.14,72.96,74.16,74.16,43034,33.63,34.64,33.6,33.66,33.66,141794,97.9,98.25,97.17,98.19,98.19,127324,31.48,33.11,31.18,31.84,31.84,85701,93.24,95.85,90.08,92.78,92.78,76676
2025-07-11,76.27,80.77,74.92,74.96,74.96,156889,74.13,77.71,72.17,72.89,72.89,184386,33.55,34.94,33.1,33.51,33.51,82995,98.2,100.74,94.68,99.03,99.03,38019,31.78,32.52,31.69,32.36,32.36,84858,92.49,92.59,90.84,91.75,91.75,106324
2025-07-12,74.69,81.47,73.81,79.87,79.87,116957,73.15,76.63,69.42,70.67,70.67,135913,33.76,35.57,33.04,35.18,35.18,155327,98.62,102.07,95.87,99.66,99.66,85187,32.61,33.42,31.39,31.95,31.95,102197,92.35,94.11,87.18,88.76,88.76,139679
2025-07-13,80.69,83.17,80.31,82.81,82.81,113050,70.09,74.71,69.12,72.69,72.69,70191,35.2,35.52,33.82,35.35,35.35,14748,100.07,105.02,94.46,103.72,103.72,188374,31.93,33.0,31.5,32.06,32.06,58067,88.88,89.51,88.78,89.25,89.25,43304
2025-07-14,82.75,83.76,81.83,82.17,82.17,91721,72.53,73.72,72.09,72.71,72.71,31269,35.33,35.68,33.22,33.73,33.73,137838,103.87,105.12,96.97,97.55,97.55,53107,32.07,34.15,31.82,31.93,31.93,174717,88.91,90.29,82.54,85.71,85.71,125030
2025-07-15,82.82,83.3,82.51,82.63,82.63,85902,72.44,75.9,72.21,74.55,74.55,63809,33.82,34.42,32.99,33.72,33.72,54436,96.55,101.33,90.14,90.85,90.85,64324,31.93,35.98,31.29,32.32,32.32,109737,85.91,86.31,81.78,85.81,85.81,70547
2025-07-16,83.04,86.14,83.02,84.8,84.8,69323,75.17,76.9,74.56,76.36,76.36,63581,33.68,33.78,33.1,33.15,33.15,113173,90.52,94.28,90.27,93.95,93.95,65228,32.26,34.91,31.99,33.76,33.76,24452,85.38,86.59,82.71,84.81,84.81,56154
2025-07-17,85.08,89.26,83.37,84.34,84.34,169382,76.33,76.67,73.96,74.76,74.76,144844,33.07,34.36,32.94,33.17,33.17,104124,94.45,96.75,92.79,95.4,95.4,85557,33.47,35.39,33.02,33.07,33.07,91233,84.47,86.98,82.41,84.6,84.6,195532
2025-07-18,84.78,89.13,83.24,85.72,85.72,41228,74.25,75.8,74.17,75.05,75.05,68905,33.39,36.6,31.89,35.73,35.73,29341,96.4,97.61,96.03,96.17,96.17,34692,32.92,36.29,32.6,35.58,35.58,141890,84.04,85.37,82.95,84.26,84.26,181968
2025-07-19,85.44,89.03,84.85,85.74,85.74,22645,75.08,78.48,73.08,73.36,73.36,156849,35.63,35.8,34.56,35.43,35.43,148650,95.54,99.71,94.68,98.34,98.34,125307,35.67,37.47,35.54,37.21,37.21,16687,83.59,86.0,82.61,85.38,85.38,15222
2025-07-20,85.99,90.01,84.72,87.87,87.87,93530,73.69,80.63,72.19,76.72,76.72,155831,35.35,36.34,34.88,35.72,35.72,16942,98.53,99.81,96.89,98.05,98.05,16187,37.15,37.6,36.47,37.25,37.25,98119,85.55,86.13,84.8,85.55,85.55,44632
2025-07-21,87.47,92.72,85.77,89.25,89.25,13841,76.36,77.19,76.16,76.71,76.71,197052,35.74,36.88,35.06,36.83,36.83,15857,98.01,101.83,92.71,99.53,99.53,151955,37.07,37.45,35.25,36.37,36.37,99751,85.51,88.45,84.8,86.49,86.49,54285
2025-07-22,89.8,92.47,87.49,87.53,87.53,96592,76.78,79.09,76.05,78.04,78.04,146259,37.01,37.64,35.34,35.82,35.82,177875,100.01,103.28,95.17,100.02,100.02,56090,36.23,36.46,35.53,36.3,36.3,37672,86.77,93.02,84.78,90.08,90.08,71695
2025-07-23,87.4,88.5,87.24,88.21,88.21,11472,78.29,79.92,75.37,76.54,76.54,177805,35.79,36.61,35.55,36.48,36.48,30905,100.26,100.63,99.21,100.11,100.11,105562,36.24,36.87,35.14,35.99,35.99,171615,90.59,93.82,87.53,87.8,87.8,43388
2025-07-24,87.73,89.45,87.56,88.71,88.71,95937,76.55,81.41,75.59,76.59,76.59,102927,36.76,37.66,35.26,35.88,35.88,55332,100.53,103.91,98.67,98.76,98.76,112141,35.96,36.35,33.86,36.08,36.08,138475,87.59,92.41,87.4,88.85,88.85,79282
2025-07-25,88.25,88.58,87.71,88.09,88.09,171041,76.37,82.13,74.72,82.06,82.06,79723,35.96,37.37,35.5,36.75,36.75,76129,97.6,104.76,95.9,96.23,96.23,19897,35.93,35.96,34.78,35.85,35.85,134915,88.14,94.59,87.75,89.16,89.16,113044
2025-07-26,88.19,89.56,84.9,87.54,87.54,28913,82.55,83.54,79.19,79.87,79.87,111745,36.65,37.94,35.65,37.8,37.8,126173,97.43,106.96,95.14,96.22,96.22,77070,36.04,37.15,35.67,35.78,35.78,153283,89.0,94.26,88.63,90.52,90.52,73456
2025-07-27,87.41,88.34,82.97,83.57,83.57,175669,79.84,82.35,77.95,78.05,78.05,133113,37.85,39.84,35.75,39.13,39.13,49408,96.55,107.63,95.82,103.48,103.48,55032,35.74,37.23,34.04,35.64,35.64,196585,90.57,94.7,89.57,92.89,92.89,35163
2025-07-28,83.03,85.5,81.99,82.13,82.13,144747,77.94,82.1,76.0,81.16,81.16,173312,38.66,40.1,34.88,35.08,35.08,171554,103.61,106.24,100.91,106.03,106.03,48829,35.25,36.65,34.37,36.44,36.44,105509,93.19,95.26,91.89,92.08,92.08,132627
2025-07-29,81.83,84.9,78.43,84.02,84.02,101437,81.13,81.61,79.16,81.2,81.2,131184,35.29,37.01,35.1,36.09,36.09,30949,105.19,105.77,102.82,103.68,103.68,89529,36.38,36.65,36.36,36.48,36.48,196710,91.91,93.85,90.35,91.38,91.38,186071
2025-07-30,83.93,84.16,78.38,80.62,80.62,191335,81.04,82.65,77.37,80.85,80.85,63554,36.28,37.17,36.17,36.34,36.34,163979,103.7,104.37,102.3,103.4,103.4,76600,36.57,37.41,36.49,37.06,37.06,167730,91.39,95.65,90.79,93.58,93.58,149559
2025-07-31,80.87,82.66,75.24,76.47,76.47,25655,81.15,83.48,76.64,82.32,82.32,23672,36.11,36.22,35.88,36.13,36.13,36255,103.19,110.37,100.24,108.51,108.51,133401,37.42,38.33,35.05,35.47,35.47,31551,93.59,97.57,92.9,95.75,95.75,44038
2025-08-01,76.27,82.54,72.32,79.17,79.17,48878,82.01,83.74,75.26,80.07,80.07,155373,36.19,36.42,35.58,35.75,35.75,23646,109.88,113.23,98.43,111.8,111.8,195320,35.19,35.53,35.02,35.16,35.16,159490,96.24,99.4,93.57,94.81,94.81,16962
2025-08-02,79.2,79.81,79.03,79.2,79.2,23457,80.53,81.33,74.4,76.0,76.0,47580,35.92,36.75,35.66,36.46,36.46,178750,112.45,116.36,99.36,105.21,105.21,63151,35.23,36.83,33.53,33.85,33.85,143377,94.39,100.07,89.65,92.27,92.27,117992
2025-08-03,78.77,83.06,77.72,78.84,78.84,58107,75.87,78.35,73.73,74.33,74.33,154081,36.16,36.35,36.02,36.31,36.31,95306,105.5,107.73,100.16,102.16,102.16,112084,33.86,35.3,32.87,33.45,33.45,75526,92.17,104.24,89.67,93.22,93.22,51498
2025-08-04,79.74,81.16,78.39,81.06,81.06,42460,73.63,75.94,72.91,75.07,75.07,97467,36.24,36.65,35.86,36.5,36.5,85613,102.14,104.02,100.63,103.87,103.87,151773,33.41,36.36,33.0,33.35,33.35,154577,93.63,104.12,89.22,92.98,92.98,182791
2025-08-05,81.0,86.44,78.32,83.35,83.35,73801,75.17,76.41,73.18,75.18,75.18,117140,36.62,36.87,34.69,35.35,35.35,46593,104.08,107.42,103.52,105.24,105.24,152390,33.41,36.43,32.77,35.28,35.28,75231,92.57,103.5,90.43,100.76,100.76,19866
2025-08-06,82.94,83.69,82.77,83.22,83.22,162821,75.19,76.5,71.29,75.93,75.93,78866,35.6,35.78,33.75,34.73,34.73,78660,105.11,107.19,101.19,103.85,103.85,41774,35.3,35.83,35.18,35.56,35.56,102288,100.76,104.44,97.9,98.16,98.16,193788
2025-08-07,83.25,85.44,81.61,84.18,84.18,174819,76.52,77.03,72.26,73.51,73.51,26980,34.53,35.74,32.49,34.81,34.81,175822,103.98,108.79,102.58,107.14,107.14,82433,35.59,36.66,33.88,34.56,34.56,32728,98.45,102.06,97.86,100.95,100.95,169478
2025-08-08,84.34,84.91,80.57,81.24,81.24,163917,73.85,74.25,71.16,73.94,73.94,11980,34.69,35.24,32.94,33.88,33.88,45302,108.02,108.87,107.24,108.5,108.5,97022,34.49,35.06,33.16,34.89,34.89,30173,101.78,104.55,95.57,102.3,102.3,134614
2025-08-09,80.82,84.03,79.31,80.29,80.29,78096,74.29,74.57,70.14,71.11,71.11,178896,34.16,34.38,33.48,33.64,33.64,129484,108.57,110.02,106.69,106.9,106.9,101912,34.82,34.89,34.54,34.54,34.54,133819,102.64,105.2,100.86,105.15,105.15,130989
2025-08-10,80.64,84.92,79.12,83.12,83.12,175918,71.64,72.47,67.94,68.45,68.45,128688,33.57,34.78,31.73,33.73,33.73,176493,107.26,114.7,106.09,114.64,114.64,39772,34.7,35.95,33.41,35.17,35.17,197175,104.44,105.74,102.22,104.01,104.01,146691
2025-08-11,83.34,86.45,79.14,82.87,82.87,137100,68.44,69.09,68.32,68.87,68.87,180374,33.64,33.82,32.47,33.17,33.17,108883,113.83,114.85,111.56,113.81,113.81,114876,35.39,36.8,33.29,34.01,34.01,39833,103.25,107.39,100.68,106.05,106.05,187580
2025-08-12,82.89,83.07,79.98,81.83,81.83,146844,68.98,71.25,64.2,69.29,69.29,199241,32.91,32.95,32.72,32.83,32.83,41124,113.56,115.57,112.79,113.2,113.2,68942,34.21,34.22,33.53,34.13,34.13,95309,106.86,107.66,105.95,106.37,106.37,14258
2025-08-13,81.73,84.89,76.82,81.63,81.63,42640,68.99,71.15,67.15,70.31,70.31,168292,33.26,33.77,31.62,32.89,32.89,124069,113.87,114.04,113.77,113.87,113.87,19119,34.05,35.09,32.28,34.46,34.46,113127,106.36,107.84,102.93,107.29,107.29,112266
2025-08-14,81.34,82.76,79.68,82.67,82.67,174858,70.46,70.63,68.5,70.45,70.45,54645,32.89,32.91,32.71,32.72,32.72,69882,113.58,117.96,107.99,113.69,113.69,121016,34.64,35.37,31.44,34.09,34.09,68358,105.86,106.44,102.1,104.84,104.84,67006
2025-08-15,82.27,84.68,81.33,83.31,83.31,136668,70.28,70.49,67.27,68.97,68.97,110916,32.81,33.17,32.75,32.98,32.98,195111,113.13,113.91,109.81,113.67,113.67,34737,33.91,33.97,32.24,33.59,33.59,120272,105.23,107.51,99.69,104.58,104.58,88086
2025-08-16,83.14,87.11,82.18,84.83,84.83,169572,68.91,69.59,67.82,68.68,68.68,94799,33.04,34.36,32.33,33.88,33.88,69654,114.6,118.49,101.57,116.23,116.23,50492,33.5,34.22,30.89,32.8,32.8,199927,105.24,107.42,98.18,100.43,100.43,62414
2025-08-17,84.82,84.82,84.6,84.76,84.76,176599,69.09,69.33,68.65,69.08,69.08,166885,33.96,34.31,32.41,33.39,33.39,92596,115.45,115.78,108.47,113.44,113.44,130469,33.19,33.45,30.68,32.27,32.27,51028,100.61,106.32,98.76,99.26,99.26,96271
2025-08-18,83.99,84.37,83.69,84.37,84.37,197797,68.99,70.89,67.53,68.43,68.43,19252,33.34,33.77,32.01,33.22,33.22,52406,113.68,114.19,107.48,108.66,108.66,61480,31.98,32.7,29.57,29.99,29.99,103317,98.67,106.0,98.01,98.37,98.37,127418
2025-08-19,84.84,85.21,84.29,85.01,85.01,94243,68.89,70.32,62.79,62.92,62.92,70677,33.29,34.01,33.17,33.21,33.21,142597,108.4,109.93,107.7,108.89,108.89,76549,30.18,30.69,29.95,30.57,30.57,151758,98.06,102.23,98.05,99.66,99.66,186806
2025-08-20,84.88,87.39,81.02,84.25,84.25,176704,63.36,63.99,61.94,62.63,62.63,96593,33.17,34.92,32.65,33.38,33.38,143148,109.68,112.7,109.51,110.48,110.48,185288,30.65,30.84,29.83,30.31,30.31,96487,99.01,104.16,97.58,104.13,104.13,79740
2025-08-21,85.06,87.49,80.78,85.33,85.33,196884,63.42,65.16,61.73,62.52,62.52,181121,33.2,35.0,32.46,33.6,33.6,33997,109.99,115.36,107.92,108.4,108.4,13446,30.2,30.45,29.9,30.28,30.28,75752,104.69,105.94,101.55,103.69,103.69,36439
2025-08-22,85.87,86.42,80.05,85.58,85.58,107976,62.62,65.35,61.8,62.29,62.29,75859,33.94,34.84,33.7,34.81,34.81,138855,108.02,115.97,107.51,114.76,114.76,39737,30.29,31.84,29.42,30.13,30.13,190418,102.89,104.25,101.82,103.46,103.46,134487
2025-08-23,86.08,88.73,79.0,80.11,80.11,159080,62.16,63.51,62.04,62.78,62.78,13921,34.69,36.28,33.69,34.1,34.1,25679,114.96,116.88,113.74,115.11,115.11,29158,29.98,30.89,29.29,29.55,29.55,90040,102.99,106.94,99.43,104.38,104.38,148893
2025-08-24,80.48,82.69,77.34,80.9,80.9,58514,63.18,63.6,62.97,63.59,63.59,121783,34.15,34.59,32.77,32.86,32.86,128368,115.16,117.32,110.59,111.5,111.5,92663,29.49,30.19,29.34,29.44,29.44,147906,104.93,106.52,98.1,105.27,105.27,189105
2025-08-25,80.65,81.36,80.63,81.28,81.28,198337,64.11,64.94,61.73,63.77,63.77,151036,32.84,33.81,32.6,33.54,33.54,123119,112.14,115.43,108.41,115.19,115.19,129361,29.44,30.2,29.42,29.57,29.57,171238,105.41,105.95,97.16,103.03,103.03,42102
2025-08-26,81.02,83.75,78.84,80.21,80.21,12177,63.84,64.72,59.44,62.32,62.32,147643,33.63,35.14,32.35,33.28,33.28,158722,114.77,117.05,110.34,112.86,112.86,130645,29.66,30.74,28.56,28.65,28.65,150219,103.09,103.54,97.69,99.98,99.98,40468
2025-08-27,80.13,85.67,77.76,81.67,81.67,60182,62.71,65.05,60.77,63.94,63.94,153224,33.14,33.27,32.29,33.05,33.05,170731,113.08,115.91,108.12,115.37,115.37,60398,28.88,30.94,28.49,28.68,28.68,104210,99.51,101.0,97.45,100.86,100.86,85151
2025-08-28,81.25,82.56,78.51,80.26,80.26,136367,64.15,65.72,61.08,64.65,64.65,161515,33.13,33.68,30.89,31.99,31.99,158683,114.86,119.12,107.24,109.16,109.16,82164,28.72,30.37,28.62,30.15,30.15,98731,100.64,100.89,97.59,99.74,99.74,189038
2025-08-29,80.09,81.89,72.9,73.64,73.64,131231,64.56,65.02,60.46,62.84,62.84,60015,31.79,32.28,31.2,31.6,31.6,176816,109.28,109.66,108.78,109.22,109.22,108152,30.18,30.47,29.64,30.11,30.11,193004,100.27,102.05,94.52,99.84,99.84,142822
2025-08-30,73.53,76.63,72.22,76.09,76.09,174779,62.71,64.45,58.32,63.6,63.6,141061,31.84,31.85,31.41,31.85,31.85,93125,109.32,109.79,107.34,108.19,108.19,153563,30.23,30.32,29.16,30.27,30.27,88553,99.64,100.76,90.99,95.64,95.64,77514
2025-08-31,75.94,76.61,74.65,75.8,75.8,56418,63.7,66.58,57.04,66.23,66.23,82535,31.59,32.06,30.44,31.35,31.35,143323,108.15,112.26,102.03,108.37,108.37,141518,30.02,30.96,29.21,30.73,30.73,97120,96.17,96.33,92.95,94.07,94.07,40838
2025-09-01,75.62,77.24,72.17,74.58,74.58,177310,66.51,67.32,58.15,64.05,64.05,111358,31.01,31.51,30.31,31.32,31.32,17637,107.76,112.33,104.47,109.89,109.89,89768,30.66,31.51,29.08,29.78,29.78,134138,93.01,95.13,90.87,93.26,93.26,31792
2025-09-02,74.28,75.83,72.82,75.06,75.06,161649,64.02,68.22,57.88,67.18,67.18,117464,31.26,31.88,30.01,31.17,31.17,88450,109.58,109.85,107.91,107.97,107.97,83174,29.83,30.8,29.6,30.0,30.0,95138,92.41,93.74,90.26,92.41,92.41,128821
2025-09-03,74.44,74.95,73.84,74.13,74.13,49135,67.01,68.14,58.7,61.15,61.15,31040,31.01,32.59,29.21,29.95,29.95,21907,106.97,111.15,106.64,110.93,110.93,24857,29.75,29.85,29.49,29.59,29.59,195872,92.73,93.06,89.87,91.85,91.85,64183
2025-09-04,73.9,77.08,72.81,73.5,73.5,85454,61.35,61.64,61.07,61.47,61.47,141669,29.71,32.63,29.16,32.23,32.23,140574,110.07,116.46,107.39,109.04,109.04,102265,29.61,30.61,29.33,30.11,30.11,174893,92.12,92.2,90.16,90.61,90.61,13755
2025-09-05,73.25,74.07,72.49,73.3,73.3,10736,61.44,62.62,60.81,60.81,60.81,151274,32.16,32.43,32.12,32.34,32.34,161758,109.87,112.6,108.34,112.38,112.38,104270,30.06,30.25,29.79,30.1,30.1,100942,91.65,92.76,88.15,89.08,89.08,190649
2025-09-06,73.51,77.43,71.32,71.5,71.5,36227,60.39,62.87,58.06,58.17,58.17,37204,32.33,32.91,31.87,32.66,32.66,27130,112.56,117.88,103.04,115.25,115.25,82820,29.97,30.88,27.92,29.64,29.64,29781,89.44,98.1,86.49,96.07,96.07,153070
2025-09-07,71.49,75.83,71.19,74.66,74.66,19607,58.19,64.17,57.86,62.87,62.87,165299,32.48,33.17,32.29,32.4,32.4,54522,115.29,118.48,103.19,112.4,112.4,132111,29.87,30.4,28.89,29.57,29.57,102554,97.04,97.96,91.52,94.23,94.23,80080
2025-09-08,74.84,79.87,74.54,75.75,75.75,39353,62.88,66.38,61.38,61.74,61.74,64287,32.23,32.49,32.14,32.23,32.23,142400,112.16,112.72,104.51,110.21,110.21,12982,29.81,30.42,27.99,28.94,28.94,156962,94.01,96.15,87.7,88.67,88.67,137808
2025-09-09,76.39,83.63,75.19,75.46,75.46,29976,61.38,63.83,59.85,63.73,63.73,26403,32.0,32.11,31.44,31.54,31.54,56534,109.39,111.04,106.02,108.42,108.42,84543,28.66,29.78,27.65,28.41,28.41,97484,88.29,88.49,87.97,88.19,88.19,94380
2025-09-10,75.62,85.51,73.3,82.96,82.96,160830,63.71,64.14,63.52,64.04,64.04,116622,31.52,31.86,30.95,31.59,31.59,38425,109.12,109.77,106.43,109.58,109.58,187799,28.51,28.69,27.31,28.56,28.56,61371,89.12,94.33,81.42,89.32,89.32,110735
2025-09-11,82.47,84.45,81.86,82.06,82.06,29956,63.78,65.44,63.52,64.66,64.66,163947,31.48,32.38,30.45,30.59,30.59,78128,109.47,114.49,105.8,109.25,109.25,132291,28.3,29.18,26.39,27.15,27.15,80616,89.41,91.63,85.25,91.56,91.56,185239
2025-09-12,81.93,86.26,80.0,80.72,80.72,86293,64.48,66.24,60.78,64.27,64.27,121239,30.5,32.09,30.13,30.57,30.57,62953,109.18,111.26,105.8,106.62,106.62,187328,27.29,28.49,27.07,27.18,27.18,103096,91.46,93.75,85.69,88.35,88.35,154378
2025-09-13,80.52,85.72,79.73,84.49,84.49,146473,64.07,65.73,60.89,65.2,65.2,138374,30.47,32.64,30.28,32.04,32.04,51232,107.21,110.3,105.01,109.85,109.85,47864,27.06,28.61,26.7,27.82,27.82,26016,88.35,89.38,85.75,85.91,85.91,159264
2025-09-14,84.41,85.12,81.72,83.56,83.56,103400,65.81,66.64,62.0,62.27,62.27,167205,32.13,33.76,31.96,32.12,32.12,132485,109.6,111.53,106.83,111.17,111.17,121218,27.75,29.08,26.02,26.19,26.19,65553,86.27,87.86,84.41,87.01,87.01,22981
2025-09-15,83.84,83.88,80.85,81.84,81.84,128325,62.29,64.84,59.38,62.15,62.15,135453,32.06,34.19,31.45,31.76,31.76,16189,111.43,115.1,108.13,114.3,114.3,17572,26.2,27.73,26.09,27.57,27.57,163313,87.16,88.02,85.16,86.18,86.18,43517
2025-09-16,81.7,82.39,81.47,81.68,81.68,116957,62.28,64.0,62.18,62.71,62.71,47346,31.89,33.65,31.51,32.65,32.65,180539,113.63,115.88,111.39,114.58,114.58,63528,27.63,29.25,26.58,28.07,28.07,69455,87.04,88.88,84.51,85.15,85.15,124452
2025-09-17,81.15,83.79,79.83,81.3,81.3,64784,62.33,63.85,62.04,62.63,62.63,101373,32.55,32.99,31.78,32.51,32.51,40073,115.06,115.4,113.17,113.18,113.18,109213,28.11,29.2,27.86,28.7,28.7,13804,84.96,87.15,83.63,85.35,85.35,98906
2025-09-18,80.79,83.59,80.51,81.8,81.8,37610,63.25,64.5,61.59,62.55,62.55,120940,32.55,33.25,30.69,31.69,31.69,66871,111.88,117.01,110.94,115.47,115.47,52654,28.81,28.91,28.67,28.76,28.76,193655,85.21,87.81,83.77,86.76,86.76,171561
2025-09-19,81.71,87.2,81.1,87.1,87.1,175742,61.9,63.07,61.86,61.92,61.92,57604,31.84,33.03,31.2,32.41,32.41,183179,114.77,117.2,112.05,114.3,114.3,78262,28.91,29.53,27.44,29.19,29.19,161879,86.87,94.38,84.44,92.29,92.29,149375
2025-09-20,87.89,90.04,84.11,86.01,86.01,26505,61.78,62.3,60.49,61.79,61.79,157212,32.52,34.41,31.7,33.84,33.84,128167,113.81,113.95,113.11,113.58,113.58,187733,29.29,30.12,27.16,27.78,27.78,59387,91.77,95.82,90.1,95.23,95.23,138486
2025-09-21,86.27,86.62,85.13,85.17,85.17,15067,61.99,62.72,61.95,62.7,62.7,26468,33.93,33.99,32.15,32.89,32.89,174748,113.8,114.44,109.38,109.71,109.71,137949,27.81,29.42,27.01,28.92,28.92,45219,95.27,96.69,93.69,96.52,96.52,90258
2025-09-22,84.36,88.24,82.43,84.94,84.94,36984,62.36,62.72,60.23,61.66,61.66,86097,32.9,34.63,30.67,32.32,32.32,95856,108.5,113.03,107.36,111.5,111.5,133264,28.76,30.29,28.26,28.93,28.93,67818,96.69,97.63,95.09,95.65,95.65,111597
2025-09-23,85.27,89.41,81.66,88.91,88.91,86277,61.28,64.33,59.54,62.22,62.22,12286,31.94,33.19,31.57,32.3,32.3,64136,111.4,119.19,107.59,112.3,112.3,147722,29.02,29.21,27.86,29.14,29.14,172383,94.85,96.1,93.98,96.0,96.0,152764
2025-09-24,88.77,89.58,84.2,85.01,85.01,48485,61.97,63.11,60.11,61.39,61.39,45679,32.36,34.93,30.42,33.38,33.38,46583,112.65,117.4,112.13,112.45,112.45,162092,29.19,29.45,27.6,28.58,28.58,55973,96.46,97.05,91.87,95.08,95.08,188365
2025-09-25,84.44,84.95,83.41,84.78,84.78,191461,61.52,62.14,61.49,61.78,61.78,21563,33.47,34.45,33.4,33.44,33.44,75772,112.0,118.63,111.85,118.09,118.09,153075,28.6,29.53,27.53,29.32,29.32,195878,95.12,95.4,92.68,93.87,93.87,156134
